id,city_id,dong_name
959,62,"거여동"
960,62,"마천동"
961,62,"문정동"
962,62,"방이동"
963,62,"삼전동"
964,62,"석촌동"
965,62,"송파동"
966,62,"신천동"
967,62,"오금동"
968,62,"오륜동"
969,62,"잠실동"
970,62,"장지동"
971,62,"풍납동"
972,63,"목동"
973,63,"신월동"
974,63,"신정동"
975,64,"당산동"
976,64,"대림동"
977,64,"도림동"
978,64,"문래동"
979,64,"신길동"
980,64,"양평동"
981,64,"양화동"
982,64,"여의도동"
983,64,"영등포동"
984,65,"갈월동"
985,65,"남영동"
986,65,"도원동"
987,65,"동빙고동"
988,65,"동자동"
989,65,"문배동"
990,65,"보광동"
991,65,"산천동"
992,65,"서계동"
993,65,"서빙고동"
994,65,"신계동"
995,65,"신창동"
996,65,"용문동"
997,65,"용산동"
998,65,"원효로동"
999,65,"이촌동"
1000,65,"이태원동"
1001,65,"주성동"
1002,65,"청암동"
1003,65,"청파동"
1004,65,"한강로동"
1005,65,"한남동"
1006,65,"효창동"
1007,65,"후암동"
1008,66,"갈현동"
1009,66,"구산동"
1010,66,"구파발동"
1011,66,"녹번동"
1012,66,"대조동"
1013,66,"불광동"
1014,66,"수색동"
1015,66,"신사동"
1016,66,"역촌동"
1017,66,"응암동"
1018,66,"증산동"
1019,66,"진관동"
1020,67,"가회동"
1021,67,"견지동"
1022,67,"경운동"
1023,67,"계동"
1024,67,"공평동"
1025,67,"관수동"
1026,67,"관철동"
1027,67,"관훈동"
1028,67,"교남동"
1029,67,"교북동"
1030,67,"구기동"
1031,67,"궁정동"
1032,67,"권농동"
1033,67,"낙원동"
1034,67,"내수동"
1035,67,"내자동"
1036,67,"누상동"
1037,67,"누하동"
1038,67,"당주동"
1039,67,"도렴동"
1040,67,"돈의동"
1041,67,"동숭동"
1042,67,"명륜동"
1043,67,"묘동"
1044,67,"무악동"
1045,67,"봉익동"
1046,67,"부암동"
1047,67,"사간동"
1048,67,"사직동"
1049,67,"삼청동"
1050,67,"서린동"
1051,67,"세종로동"
1052,67,"소격동"
1053,67,"송월동"
1054,67,"송현동"
1055,67,"수송동"
1056,67,"숭인동"
1057,67,"신교동"
1058,67,"신문로동"
1059,67,"신영동"
1060,67,"안국동"
1061,67,"연건동"
1062,67,"연지동"
1063,67,"예지동"
1064,67,"옥인동"
1065,67,"와룡동"
1066,67,"운니동"
1067,67,"원남동"
1068,67,"원서동"
1069,67,"이화동"
1070,67,"익선동"
1071,67,"인사동"
1072,67,"인의동"
1073,67,"장사동"
1074,67,"재동"
1075,67,"적선동"
1076,67,"종로동"
1077,67,"중학동"
1078,67,"창성동"
1079,67,"창신동"
1080,67,"청운동"
1081,67,"청진동"
1082,67,"체부동"
1083,67,"충신동"
1084,67,"통의동"
1085,67,"통인동"
1086,67,"팔판동"
1087,67,"평동"
1088,67,"평창동"
1089,67,"필운동"
1090,67,"행촌동"
1091,67,"혜화동"
1092,67,"홍지동"
1093,67,"홍파동"
1094,67,"화동"
1095,67,"효자동"
1096,67,"효제동"
1097,67,"훈정동"
1098,68,"광희동"
1099,68,"남대문로동"
1100,68,"남산동"
1101,68,"남창동"
1102,68,"남학동"
1103,68,"다동"
1104,68,"만리동"
1105,68,"명동"
1106,68,"무교동"
1107,68,"무학동"
1108,68,"묵정동"
1109,68,"방산동"
1110,68,"봉래동"
1111,68,"북창동"
1112,68,"산림동"
1113,68,"삼각동"
1114,68,"서소문동"
1115,68,"소공동"
1116,68,"수표동"
1117,68,"수하동"
1118,68,"순화동"
1119,68,"신당동"
1120,68,"쌍림동"
1121,68,"예관동"
1122,68,"예장동"
1123,68,"오장동"
1124,68,"을지로동"
1125,68,"의주로동"
1126,68,"인현동"
1127,68,"입정동"
1128,68,"장교동"
1129,68,"장충동"
1130,68,"저동"
1131,68,"정동"
1132,68,"주교동"
1133,68,"주자동"
1134,68,"중림동"
1135,68,"초동"
1136,68,"충무로동"
1137,68,"충정로동"
1138,68,"태평로동"
1139,68,"필동"
1140,68,"황학동"
1141,68,"회현동"
1142,68,"흥인동"
1143,69,"망우동"
1144,69,"면목동"
1145,69,"묵동"
1146,69,"상봉동"
1147,69,"신내동"
1148,69,"중화동"
1149,70,"강화읍"
1150,70,"교동면"
1151,70,"길상면"
1152,70,"내가면"
1153,70,"불은면"
1154,70,"삼산면"
1155,70,"서도면"
1156,70,"선원면"
1157,70,"송해면"
1158,70,"양도면"
1159,70,"양사면"
1160,70,"하점면"
1161,70,"화도면"
1162,71,"갈현동"
1163,71,"계산동"
1164,71,"귤현동"
1165,71,"노오지동"
1166,71,"다남동"
1167,71,"동양동"
1168,71,"둑실동"
1169,71,"목상동"
1170,71,"박촌동"
1171,71,"방축동"
1172,71,"병방동"
1173,71,"상야동"
1174,71,"서운동"
1175,71,"선주지동"
1176,71,"오류동"
1177,71,"용종동"
1178,71,"이화동"
1179,71,"임학동"
1180,71,"작전동"
1181,71,"장기동"
1182,71,"평동"
1183,71,"하야동"
1184,71,"효성동"
1185,72,"관교동"
1186,72,"도화동"
1187,72,"문학동"
1188,72,"숭의동"
1189,72,"용현동"
1190,72,"주안동"
1191,72,"학익동"
1192,73,"간석동"
1193,73,"고잔동"
1194,73,"구월동"
1195,73,"남촌동"
1196,73,"논현동"
1197,73,"도림동"
1198,73,"만수동"
1199,73,"서창동"
1200,73,"수산동"
1201,73,"운연동"
1202,73,"장수동"
1203,74,"금곡동"
1204,74,"금창동"
1205,74,"만석동"
1206,74,"송림동"
1207,74,"송현동"
1208,74,"창영동"
1209,74,"화수동"
1210,74,"화평동"
1211,75,"갈산동"
1212,75,"구산동"
1213,75,"부개동"
1214,75,"부평동"
1215,75,"산곡동"
1216,75,"삼산동"
1217,75,"십정동"
1218,75,"일신동"
1219,75,"청천동"
1220,76,"가정동"
1221,76,"가좌동"
1222,76,"검암동"
1223,76,"경서동"
1224,76,"공촌동"
1225,76,"금곡동"
1226,76,"당하동"
1227,76,"대곡동"
1228,76,"마전동"
1229,76,"백석동"
1230,76,"불노동"
1231,76,"불로동"
1232,76,"석남동"
1233,76,"시천동"
1234,76,"신현동"
1235,76,"심곡동"
1236,76,"연희동"
1237,76,"오류동"
1238,76,"왕길동"
1239,76,"원당동"
1240,76,"원창동"
1241,77,"동춘동"
1242,77,"선학동"
1243,77,"송도동"
1244,77,"연수동"
1245,77,"옥련동"
1246,77,"청학동"
